geo,year,crop,area,prod
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,leafy_stalkedveg,359470,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,lettuces,84380,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,lettuce_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,spinach,39020,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,tomatoes,208430,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,tomatoes_freshcons,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,tomatoes_processing,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,tomatoes_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,cucumbers,26380,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,cucumbers_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,watermelons,56950,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,peppers,55880,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,peppers_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,carrots,96750,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,onions,170100,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,tomatoe_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,fresh_veg,1879660,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,brassicas,229210,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,cauli_broc,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,brusselssprouts,7640,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,cabbage,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,leafy_stalkedveg,343270,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,lettuces,83860,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,lettuce_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,spinach,33080,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,tomatoes,219810,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,tomatoes_freshcons,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,tomatoes_processing,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,tomatoes_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,cucumbers,27570,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,cucumbers_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,watermelons,60620,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,peppers,55640,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,peppers_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,carrots,95990,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,onions,171990,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2023,tomatoe_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,fresh_veg,1952540,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,brassicas,237320,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,cauli_broc,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,brusselssprouts,8340,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,cabbage,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,leafy_stalkedveg,351610,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,lettuces,83120,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,lettuce_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,spinach,35600,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,tomatoes,235960,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,tomatoes_freshcons,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,tomatoes_processing,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,tomatoes_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,cucumbers,27430,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,cucumbers_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,watermelons,65660,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,peppers,58080,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,peppers_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,carrots,101700,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,onions,190810,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2024,tomatoe_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,fresh_veg,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,brassicas,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,cauli_broc,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,brusselssprouts,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,cabbage,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,leafy_stalkedveg,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,lettuces,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,lettuce_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,spinach,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,tomatoes,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,tomatoes_freshcons,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,tomatoes_processing,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,tomatoes_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,cucumbers,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,cucumbers_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,watermelons,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,peppers,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,peppers_ug,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,carrots,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,onions,NA,NA
"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2025,tomatoe_ug,NA,NA
European Union - 27 countries (from 2020),2000,fresh_veg,NA,NA
European Union - 27 countries (from 2020),2000,brassicas,NA,NA
European Union - 27 countries (from 2020),2000,cauli_broc,NA,NA
European Union - 27 countries (from 2020),2000,brusselssprouts,NA,NA
European Union - 27 countries (from 2020),2000,cabbage,NA,NA
European Union - 27 countries (from 2020),2000,leafy_stalkedveg,NA,NA
European Union - 27 countries (from 2020),2000,lettuces,NA,NA
European Union - 27 countries (from 2020),2000,lettuce_ug,NA,NA
European Union - 27 countries (from 2020),2000,spinach,NA,NA
European Union - 27 countries (from 2020),2000,tomatoes,NA,NA
European Union - 27 countries (from 2020),2000,tomatoes_freshcons,NA,NA
European Union - 27 countries (from 2020),2000,tomatoes_processing,NA,NA
European Union - 27 countries (from 2020),2000,tomatoes_ug,NA,NA
European Union - 27 countries (from 2020),2000,cucumbers,NA,NA
European Union - 27 countries (from 2020),2000,cucumbers_ug,NA,NA
European Union - 27 countries (from 2020),2000,watermelons,NA,NA
European Union - 27 countries (from 2020),2000,peppers,NA,NA
European Union - 27 countries (from 2020),2000,peppers_ug,NA,NA
European Union - 27 countries (from 2020),2000,carrots,NA,NA
European Union - 27 countries (from 2020),2000,onions,NA,NA
European Union - 27 countries (from 2020),2000,tomatoe_ug,NA,NA
European Union - 27 countries (from 2020),2001,fresh_veg,NA,NA
European Union - 27 countries (from 2020),2001,brassicas,NA,NA
European Union - 27 countries (from 2020),2001,cauli_broc,NA,NA
European Union - 27 countries (from 2020),2001,brusselssprouts,NA,NA
European Union - 27 countries (from 2020),2001,cabbage,NA,NA
European Union - 27 countries (from 2020),2001,leafy_stalkedveg,NA,NA
European Union - 27 countries (from 2020),2001,lettuces,NA,NA
European Union - 27 countries (from 2020),2001,lettuce_ug,NA,NA
European Union - 27 countries (from 2020),2001,spinach,NA,NA
European Union - 27 countries (from 2020),2001,tomatoes,NA,NA
European Union - 27 countries (from 2020),2001,tomatoes_freshcons,NA,NA
European Union - 27 countries (from 2020),2001,tomatoes_processing,NA,NA
European Union - 27 countries (from 2020),2001,tomatoes_ug,NA,NA
European Union - 27 countries (from 2020),2001,cucumbers,NA,NA
European Union - 27 countries (from 2020),2001,cucumbers_ug,NA,NA
European Union - 27 countries (from 2020),2001,watermelons,NA,NA
European Union - 27 countries (from 2020),2001,peppers,NA,NA
European Union - 27 countries (from 2020),2001,peppers_ug,NA,NA
European Union - 27 countries (from 2020),2001,carrots,NA,NA
European Union - 27 countries (from 2020),2001,onions,NA,NA
European Union - 27 countries (from 2020),2001,tomatoe_ug,NA,NA
European Union - 27 countries (from 2020),2002,fresh_veg,NA,NA
European Union - 27 countries (from 2020),2002,brassicas,NA,NA
European Union - 27 countries (from 2020),2002,cauli_broc,NA,NA
European Union - 27 countries (from 2020),2002,brusselssprouts,NA,NA
European Union - 27 countries (from 2020),2002,cabbage,NA,NA
European Union - 27 countries (from 2020),2002,leafy_stalkedveg,NA,NA
European Union - 27 countries (from 2020),2002,lettuces,NA,NA
European Union - 27 countries (from 2020),2002,lettuce_ug,NA,NA
European Union - 27 countries (from 2020),2002,spinach,NA,NA
European Union - 27 countries (from 2020),2002,tomatoes,NA,NA
European Union - 27 countries (from 2020),2002,tomatoes_freshcons,NA,NA
European Union - 27 countries (from 2020),2002,tomatoes_processing,NA,NA
European Union - 27 countries (from 2020),2002,tomatoes_ug,NA,NA
European Union - 27 countries (from 2020),2002,cucumbers,NA,NA
European Union - 27 countries (from 2020),2002,cucumbers_ug,NA,NA
European Union - 27 countries (from 2020),2002,watermelons,NA,NA
European Union - 27 countries (from 2020),2002,peppers,NA,NA
European Union - 27 countries (from 2020),2002,peppers_ug,NA,NA
European Union - 27 countries (from 2020),2002,carrots,NA,NA
European Union - 27 countries (from 2020),2002,onions,NA,NA
European Union - 27 countries (from 2020),2002,tomatoe_ug,NA,NA
European Union - 27 countries (from 2020),2003,fresh_veg,NA,NA
European Union - 27 countries (from 2020),2003,brassicas,NA,NA
European Union - 27 countries (from 2020),2003,cauli_broc,NA,NA
European Union - 27 countries (from 2020),2003,brusselssprouts,NA,NA
European Union - 27 countries (from 2020),2003,cabbage,NA,NA
European Union - 27 countries (from 2020),2003,leafy_stalkedveg,NA,NA
European Union - 27 countries (from 2020),2003,lettuces,NA,NA
European Union - 27 countries (from 2020),2003,lettuce_ug,NA,NA
European Union - 27 countries (from 2020),2003,spinach,NA,NA
European Union - 27 countries (from 2020),2003,tomatoes,NA,NA
European Union - 27 countries (from 2020),2003,tomatoes_freshcons,NA,NA
European Union - 27 countries (from 2020),2003,tomatoes_processing,NA,NA
European Union - 27 countries (from 2020),2003,tomatoes_ug,NA,NA
European Union - 27 countries (from 2020),2003,cucumbers,NA,NA
European Union - 27 countries (from 2020),2003,cucumbers_ug,NA,NA
European Union - 27 countries (from 2020),2003,watermelons,NA,NA
European Union - 27 countries (from 2020),2003,peppers,NA,NA
European Union - 27 countries (from 2020),2003,peppers_ug,NA,NA
European Union - 27 countries (from 2020),2003,carrots,NA,NA
European Union - 27 countries (from 2020),2003,onions,NA,NA
European Union - 27 countries (from 2020),2003,tomatoe_ug,NA,NA
European Union - 27 countries (from 2020),2004,fresh_veg,NA,NA
European Union - 27 countries (from 2020),2004,brassicas,NA,NA
European Union - 27 countries (from 2020),2004,cauli_broc,NA,NA
European Union - 27 countries (from 2020),2004,brusselssprouts,NA,NA
European Union - 27 countries (from 2020),2004,cabbage,NA,NA
European Union - 27 countries (from 2020),2004,leafy_stalkedveg,NA,NA
European Union - 27 countries (from 2020),2004,lettuces,NA,NA
European Union - 27 countries (from 2020),2004,lettuce_ug,NA,NA
European Union - 27 countries (from 2020),2004,spinach,NA,NA
European Union - 27 countries (from 2020),2004,tomatoes,NA,NA
European Union - 27 countries (from 2020),2004,tomatoes_freshcons,NA,NA
European Union - 27 countries (from 2020),2004,tomatoes_processing,NA,NA
European Union - 27 countries (from 2020),2004,tomatoes_ug,NA,NA
European Union - 27 countries (from 2020),2004,cucumbers,NA,NA
European Union - 27 countries (from 2020),2004,cucumbers_ug,NA,NA
European Union - 27 countries (from 2020),2004,watermelons,NA,NA
European Union - 27 countries (from 2020),2004,peppers,NA,NA
European Union - 27 countries (from 2020),2004,peppers_ug,NA,NA
European Union - 27 countries (from 2020),2004,carrots,NA,NA
European Union - 27 countries (from 2020),2004,onions,NA,NA
European Union - 27 countries (from 2020),2004,tomatoe_ug,NA,NA
European Union - 27 countries (from 2020),2005,fresh_veg,NA,NA
European Union - 27 countries (from 2020),2005,brassicas,NA,NA
European Union - 27 countries (from 2020),2005,cauli_broc,NA,NA
European Union - 27 countries (from 2020),2005,brusselssprouts,NA,NA
European Union - 27 countries (from 2020),2005,cabbage,NA,NA
European Union - 27 countries (from 2020),2005,leafy_stalkedveg,NA,NA
European Union - 27 countries (from 2020),2005,lettuces,NA,NA
European Union - 27 countries (from 2020),2005,lettuce_ug,NA,NA
European Union - 27 countries (from 2020),2005,spinach,NA,NA
European Union - 27 countries (from 2020),2005,tomatoes,NA,NA
European Union - 27 countries (from 2020),2005,tomatoes_freshcons,NA,NA
European Union - 27 countries (from 2020),2005,tomatoes_processing,NA,NA
European Union - 27 countries (from 2020),2005,tomatoes_ug,NA,NA
European Union - 27 countries (from 2020),2005,cucumbers,NA,NA
European Union - 27 countries (from 2020),2005,cucumbers_ug,NA,NA
European Union - 27 countries (from 2020),2005,watermelons,NA,NA
European Union - 27 countries (from 2020),2005,peppers,NA,NA
European Union - 27 countries (from 2020),2005,peppers_ug,NA,NA
European Union - 27 countries (from 2020),2005,carrots,NA,NA
European Union - 27 countries (from 2020),2005,onions,NA,NA
European Union - 27 countries (from 2020),2005,tomatoe_ug,NA,NA
European Union - 27 countries (from 2020),2006,fresh_veg,NA,NA
European Union - 27 countries (from 2020),2006,brassicas,NA,NA
European Union - 27 countries (from 2020),2006,cauli_broc,NA,NA
European Union - 27 countries (from 2020),2006,brusselssprouts,NA,NA
European Union - 27 countries (from 2020),2006,cabbage,NA,NA
European Union - 27 countries (from 2020),2006,leafy_stalkedveg,NA,NA
European Union - 27 countries (from 2020),2006,lettuces,NA,NA
European Union - 27 countries (from 2020),2006,lettuce_ug,NA,NA
European Union - 27 countries (from 2020),2006,spinach,NA,NA
European Union - 27 countries (from 2020),2006,tomatoes,NA,NA
European Union - 27 countries (from 2020),2006,tomatoes_freshcons,NA,NA
European Union - 27 countries (from 2020),2006,tomatoes_processing,NA,NA
European Union - 27 countries (from 2020),2006,tomatoes_ug,NA,NA
European Union - 27 countries (from 2020),2006,cucumbers,NA,NA
European Union - 27 countries (from 2020),2006,cucumbers_ug,NA,NA
European Union - 27 countries (from 2020),2006,watermelons,NA,NA
European Union - 27 countries (from 2020),2006,peppers,NA,NA
European Union - 27 countries (from 2020),2006,peppers_ug,NA,NA
European Union - 27 countries (from 2020),2006,carrots,NA,NA
European Union - 27 countries (from 2020),2006,onions,NA,NA
European Union - 27 countries (from 2020),2006,tomatoe_ug,NA,NA
European Union - 27 countries (from 2020),2007,fresh_veg,NA,NA
European Union - 27 countries (from 2020),2007,brassicas,NA,NA
European Union - 27 countries (from 2020),2007,cauli_broc,NA,NA
European Union - 27 countries (from 2020),2007,brusselssprouts,NA,NA
European Union - 27 countries (from 2020),2007,cabbage,NA,NA
European Union - 27 countries (from 2020),2007,leafy_stalkedveg,NA,NA
European Union - 27 countries (from 2020),2007,lettuces,NA,NA
European Union - 27 countries (from 2020),2007,lettuce_ug,NA,NA
European Union - 27 countries (from 2020),2007,spinach,NA,NA
European Union - 27 countries (from 2020),2007,tomatoes,NA,NA
European Union - 27 countries (from 2020),2007,tomatoes_freshcons,NA,NA
European Union - 27 countries (from 2020),2007,tomatoes_processing,NA,NA
European Union - 27 countries (from 2020),2007,tomatoes_ug,NA,NA
European Union - 27 countries (from 2020),2007,cucumbers,NA,NA
European Union - 27 countries (from 2020),2007,cucumbers_ug,NA,NA
European Union - 27 countries (from 2020),2007,watermelons,NA,NA
European Union - 27 countries (from 2020),2007,peppers,NA,NA
European Union - 27 countries (from 2020),2007,peppers_ug,NA,NA
European Union - 27 countries (from 2020),2007,carrots,NA,NA
European Union - 27 countries (from 2020),2007,onions,NA,NA
European Union - 27 countries (from 2020),2007,tomatoe_ug,NA,NA
European Union - 27 countries (from 2020),2008,fresh_veg,NA,NA
European Union - 27 countries (from 2020),2008,brassicas,NA,NA
European Union - 27 countries (from 2020),2008,cauli_broc,NA,NA
European Union - 27 countries (from 2020),2008,brusselssprouts,NA,NA
European Union - 27 countries (from 2020),2008,cabbage,NA,NA
European Union - 27 countries (from 2020),2008,leafy_stalkedveg,NA,NA
European Union - 27 countries (from 2020),2008,lettuces,NA,NA
European Union - 27 countries (from 2020),2008,lettuce_ug,NA,NA
European Union - 27 countries (from 2020),2008,spinach,NA,NA
European Union - 27 countries (from 2020),2008,tomatoes,NA,NA
European Union - 27 countries (from 2020),2008,tomatoes_freshcons,NA,NA
European Union - 27 countries (from 2020),2008,tomatoes_processing,NA,NA
European Union - 27 countries (from 2020),2008,tomatoes_ug,NA,NA
European Union - 27 countries (from 2020),2008,cucumbers,NA,NA
European Union - 27 countries (from 2020),2008,cucumbers_ug,NA,NA
European Union - 27 countries (from 2020),2008,watermelons,NA,NA
European Union - 27 countries (from 2020),2008,peppers,NA,NA
European Union - 27 countries (from 2020),2008,peppers_ug,NA,NA
European Union - 27 countries (from 2020),2008,carrots,NA,NA
European Union - 27 countries (from 2020),2008,onions,NA,NA
European Union - 27 countries (from 2020),2008,tomatoe_ug,NA,NA
European Union - 27 countries (from 2020),2009,fresh_veg,NA,NA
European Union - 27 countries (from 2020),2009,brassicas,NA,NA
European Union - 27 countries (from 2020),2009,cauli_broc,NA,NA
European Union - 27 countries (from 2020),2009,brusselssprouts,NA,NA
European Union - 27 countries (from 2020),2009,cabbage,NA,NA
European Union - 27 countries (from 2020),2009,leafy_stalkedveg,NA,NA
European Union - 27 countries (from 2020),2009,lettuces,NA,NA
European Union - 27 countries (from 2020),2009,lettuce_ug,NA,NA
European Union - 27 countries (from 2020),2009,spinach,NA,NA
European Union - 27 countries (from 2020),2009,tomatoes,NA,NA
European Union - 27 countries (from 2020),2009,tomatoes_freshcons,NA,NA
European Union - 27 countries (from 2020),2009,tomatoes_processing,NA,NA
European Union - 27 countries (from 2020),2009,tomatoes_ug,NA,NA
European Union - 27 countries (from 2020),2009,cucumbers,NA,NA
European Union - 27 countries (from 2020),2009,cucumbers_ug,NA,NA
European Union - 27 countries (from 2020),2009,watermelons,NA,NA
European Union - 27 countries (from 2020),2009,peppers,NA,NA
European Union - 27 countries (from 2020),2009,peppers_ug,NA,NA
European Union - 27 countries (from 2020),2009,carrots,NA,NA
European Union - 27 countries (from 2020),2009,onions,NA,NA
European Union - 27 countries (from 2020),2009,tomatoe_ug,NA,NA
European Union - 27 countries (from 2020),2010,fresh_veg,NA,NA
European Union - 27 countries (from 2020),2010,brassicas,NA,NA
European Union - 27 countries (from 2020),2010,cauli_broc,NA,NA
European Union - 27 countries (from 2020),2010,brusselssprouts,NA,NA
European Union - 27 countries (from 2020),2010,cabbage,NA,NA
European Union - 27 countries (from 2020),2010,leafy_stalkedveg,NA,NA
European Union - 27 countries (from 2020),2010,lettuces,NA,NA
European Union - 27 countries (from 2020),2010,lettuce_ug,NA,NA
European Union - 27 countries (from 2020),2010,spinach,NA,NA
European Union - 27 countries (from 2020),2010,tomatoes,NA,NA
European Union - 27 countries (from 2020),2010,tomatoes_freshcons,NA,NA
European Union - 27 countries (from 2020),2010,tomatoes_processing,NA,NA
European Union - 27 countries (from 2020),2010,tomatoes_ug,NA,NA
European Union - 27 countries (from 2020),2010,cucumbers,NA,NA
European Union - 27 countries (from 2020),2010,cucumbers_ug,NA,NA
European Union - 27 countries (from 2020),2010,watermelons,NA,NA
European Union - 27 countries (from 2020),2010,peppers,NA,NA
European Union - 27 countries (from 2020),2010,peppers_ug,NA,NA
European Union - 27 countries (from 2020),2010,carrots,NA,NA
European Union - 27 countries (from 2020),2010,onions,NA,NA
European Union - 27 countries (from 2020),2010,tomatoe_ug,NA,NA
European Union - 27 countries (from 2020),2011,fresh_veg,1981770,NA
European Union - 27 countries (from 2020),2011,brassicas,NA,NA
European Union - 27 countries (from 2020),2011,cauli_broc,126580,2157000
European Union - 27 countries (from 2020),2011,brusselssprouts,NA,NA
European Union - 27 countries (from 2020),2011,cabbage,103780,3913290
